Age Group,Gender,Country,Education Level,Recent Job Title,Coding Experience,Industry,Company Size,Num Language,Average Annual Salary ($USD)
25-29,Man,Colombia,Master’s degree,Other,1-3 ,Other,250-999 ,2,6249.5
22-24,Man,Bangladesh,Bachelor’s degree,Machine Learning Engineer,1-3 ,Online Business/Internet-based Sales,0-49 ,3,4499.5
55-59,Man,Italy,Master’s degree,Software Engineer,20+ ,Computers/Technology,50-249 ,8,44999.5
25-29,Woman,India,Master’s degree,Data Scientist,1-3 ,Computers/Technology,0-49 ,1,3499.5
40-44,Woman,India,Doctoral degree,Other,I have never written code,Academics/Education,250-999 ,0,17499.5
40-44,Man,Turkey,Doctoral degree,Research Scientist,1-3 ,Academics/Education,0-49 ,2,12499.5
30-34,Man,India,Master’s degree,Data Analyst,< 1 ,Manufacturing/Fabrication,50-249 ,1,12499.5
30-34,Man,Colombia,Master’s degree,Software Engineer,10-20 ,Non-profit/Service,0-49 ,2,22499.5
30-34,Man,China,Bachelor’s degree,Data Engineer,1-3 ,Military/Security/Defense,0-49 ,4,2499.5
30-34,Man,Brazil,Bachelor’s degree,Business Analyst,< 1 ,Accounting/Finance,"1000-9,999 ",2,12499.5
22-24,Woman,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Software Engineer,1-3 ,Academics/Education,250-999 ,5,4499.5
30-34,Man,India,I prefer not to answer,Other,3-5 ,Insurance/Risk Assessment,"10,000 or more ",2,6249.5
30-34,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Analyst,< 1 ,Computers/Technology,250-999 ,3,27499.5
40-44,Man,South Korea,Some college/university study without earning a bachelor’s degree,Software Engineer,10-20 ,Academics/Education,0-49 ,0,499.5
30-34,Man,Other,Master’s degree,Data Scientist,5-10 ,Manufacturing/Fabrication,"10,000 or more ",4,34999.5
25-29,Man,Turkey,Master’s degree,Other,5-10 ,Academics/Education,"1000-9,999 ",4,8749.5
35-39,Man,Pakistan,Master’s degree,Business Analyst,1-3 ,Computers/Technology,"10,000 or more ",3,54999.5
60-69,Man,United States of America,Professional doctorate,Software Engineer,20+ ,Computers/Technology,0-49 ,6,0.0
35-39,Man,Indonesia,No formal education past high school,Other,1-3 ,Computers/Technology,0-49 ,3,499.5
25-29,Man,Russia,Master’s degree,Other,1-3 ,Other,50-249 ,1,2499.5
25-29,Man,Brazil,Some college/university study without earning a bachelor’s degree,Business Analyst,I have never written code,Marketing/CRM,0-49 ,0,8749.5
35-39,Man,India,Bachelor’s degree,Data Analyst,5-10 ,Computers/Technology,"10,000 or more ",1,27499.5
30-34,Man,United States of America,Bachelor’s degree,Software Engineer,3-5 ,Online Service/Internet-based Services,0-49 ,2,64999.5
25-29,Man,Other,Bachelor’s degree,Data Scientist,< 1 ,Academics/Education,0-49 ,2,499.5
25-29,Man,Other,Master’s degree,Data Scientist,3-5 ,Retail/Sales,0-49 ,3,499.5
18-21,Woman,Pakistan,Master’s degree,Software Engineer,5-10 ,Marketing/CRM,0-49 ,5,499.5
30-34,Woman,Germany,Master’s degree,Other,< 1 ,Academics/Education,0-49 ,2,34999.5
25-29,Prefer not to say,Other,No formal education past high school,Data Analyst,3-5 ,Retail/Sales,"1000-9,999 ",2,17499.5
40-44,Man,Spain,Doctoral degree,Research Scientist,< 1 ,Academics/Education,250-999 ,2,22499.5
25-29,Man,India,Master’s degree,Machine Learning Engineer,5-10 ,Computers/Technology,"10,000 or more ",2,64999.5
40-44,Man,Brazil,Bachelor’s degree,Program/Project Manager,10-20 ,Government/Public Service,"1000-9,999 ",2,1499.5
30-34,Man,Indonesia,Bachelor’s degree,Other,I have never written code,Manufacturing/Fabrication,"10,000 or more ",0,1499.5
45-49,Man,United States of America,Master’s degree,Other,I have never written code,Manufacturing/Fabrication,"1000-9,999 ",0,74999.5
22-24,Man,India,Bachelor’s degree,Software Engineer,< 1 ,Academics/Education,0-49 ,3,499.5
35-39,Man,Portugal,Master’s degree,Research Scientist,10-20 ,Academics/Education,250-999 ,4,27499.5
30-34,Man,India,Master’s degree,Research Scientist,3-5 ,Government/Public Service,0-49 ,3,12499.5
45-49,Man,Japan,I prefer not to answer,Software Engineer,10-20 ,Computers/Technology,"1000-9,999 ",4,54999.5
55-59,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Statistician,20+ ,Government/Public Service,"10,000 or more ",0,22499.5
18-21,Man,China,Some college/university study without earning a bachelor’s degree,Software Engineer,1-3 ,Computers/Technology,0-49 ,5,499.5
22-24,Man,India,Master’s degree,Research Scientist,I have never written code,Academics/Education,0-49 ,0,499.5
30-34,Man,Pakistan,Bachelor’s degree,Other,I have never written code,Manufacturing/Fabrication,250-999 ,0,6249.5
35-39,Man,Canada,Master’s degree,Data Analyst,< 1 ,Manufacturing/Fabrication,50-249 ,1,499.5
35-39,Man,India,Bachelor’s degree,Product Manager,10-20 ,Retail/Sales,50-249 ,3,8749.5
40-44,Man,Russia,Master’s degree,Data Scientist,1-3 ,Insurance/Risk Assessment,50-249 ,2,64999.5
22-24,Man,India,Bachelor’s degree,Machine Learning Engineer,1-3 ,Computers/Technology,50-249 ,1,4499.5
30-34,Man,Peru,Bachelor’s degree,Other,< 1 ,Other,0-49 ,4,499.5
25-29,Man,Colombia,Bachelor’s degree,Data Analyst,< 1 ,Academics/Education,0-49 ,4,0.0
35-39,Man,Brazil,Doctoral degree,Research Scientist,3-5 ,Other,0-49 ,2,44999.5
30-34,Man,Poland,Master’s degree,Data Scientist,10-20 ,Shipping/Transportation,50-249 ,4,34999.5
40-44,Man,United States of America,Doctoral degree,Research Scientist,20+ ,Computers/Technology,0-49 ,2,499.5
22-24,Man,Other,Doctoral degree,Research Scientist,1-3 ,Academics/Education,0-49 ,2,17499.5
30-34,Man,Japan,Master’s degree,Data Engineer,< 1 ,Manufacturing/Fabrication,"10,000 or more ",1,6249.5
18-21,Man,India,Master’s degree,Data Scientist,1-3 ,Computers/Technology,250-999 ,1,499.5
22-24,Man,India,Master’s degree,Business Analyst,3-5 ,Computers/Technology,"10,000 or more ",2,12499.5
18-21,Woman,India,Master’s degree,Business Analyst,1-3 ,Computers/Technology,0-49 ,2,1499.5
50-54,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Other,20+ ,Academics/Education,0-49 ,4,499.5
40-44,Man,India,Bachelor’s degree,Data Scientist,< 1 ,Medical/Pharmaceutical,"10,000 or more ",1,1499.5
22-24,Man,Bangladesh,Bachelor’s degree,Data Analyst,1-3 ,Computers/Technology,0-49 ,3,499.5
30-34,Man,China,Bachelor’s degree,Data Analyst,5-10 ,Hospitality/Entertainment/Sports,"10,000 or more ",3,4499.5
22-24,Man,Other,Master’s degree,Statistician,1-3 ,Academics/Education,0-49 ,2,499.5
40-44,Man,Japan,Doctoral degree,Machine Learning Engineer,10-20 ,Computers/Technology,0-49 ,1,8749.5
30-34,Man,France,Master’s degree,Data Analyst,1-3 ,Marketing/CRM,0-49 ,4,34999.5
25-29,Man,Uganda,Master’s degree,Machine Learning Engineer,3-5 ,Other,0-49 ,5,4499.5
40-44,Man,United States of America,Doctoral degree,Research Scientist,20+ ,Other,0-49 ,2,84999.5
22-24,Man,Egypt,Bachelor’s degree,Data Scientist,3-5 ,Academics/Education,0-49 ,1,6249.5
30-34,Man,India,Bachelor’s degree,Business Analyst,10-20 ,Insurance/Risk Assessment,50-249 ,2,44999.5
45-49,Man,India,Doctoral degree,Other,1-3 ,Academics/Education,250-999 ,3,1499.5
35-39,Man,Taiwan,Doctoral degree,Data Scientist,1-3 ,Medical/Pharmaceutical,"1000-9,999 ",2,84999.5
25-29,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Scientist,3-5 ,Academics/Education,"1000-9,999 ",3,74999.5
25-29,Man,Spain,Master’s degree,Machine Learning Engineer,3-5 ,Computers/Technology,0-49 ,1,22499.5
30-34,Woman,India,Doctoral degree,Research Scientist,1-3 ,Academics/Education,250-999 ,3,499.5
25-29,Man,Poland,Master’s degree,Software Engineer,5-10 ,Shipping/Transportation,"10,000 or more ",4,64999.5
22-24,Man,Bangladesh,Bachelor’s degree,Software Engineer,1-3 ,Academics/Education,0-49 ,2,499.5
25-29,Man,India,Master’s degree,Data Scientist,1-3 ,Computers/Technology,"10,000 or more ",2,1499.5
25-29,Man,India,Master’s degree,Research Scientist,3-5 ,Academics/Education,250-999 ,1,34999.5
35-39,Woman,Switzerland,Doctoral degree,Research Scientist,10-20 ,Academics/Education,0-49 ,1,27499.5
25-29,Man,India,Bachelor’s degree,Other,I have never written code,Online Service/Internet-based Services,"1000-9,999 ",0,4499.5
35-39,Man,Thailand,Master’s degree,Business Analyst,< 1 ,Government/Public Service,250-999 ,1,12499.5
35-39,Man,Belgium,Master’s degree,Data Engineer,3-5 ,Non-profit/Service,250-999 ,2,34999.5
25-29,Man,Other,Bachelor’s degree,Machine Learning Engineer,I have never written code,Energy/Mining,250-999 ,0,4499.5
22-24,Woman,India,Master’s degree,Data Analyst,< 1 ,Retail/Sales,"10,000 or more ",4,27499.5
35-39,Man,Other,Master’s degree,Other,< 1 ,Energy/Mining,50-249 ,2,6249.5
25-29,Man,India,Master’s degree,Data Scientist,10-20 ,Accounting/Finance,"10,000 or more ",3,34999.5
30-34,Woman,United States of America,Doctoral degree,Statistician,5-10 ,Academics/Education,250-999 ,1,64999.5
30-34,Man,Nigeria,Master’s degree,Statistician,< 1 ,Computers/Technology,0-49 ,3,1499.5
45-49,Man,Spain,Bachelor’s degree,Program/Project Manager,20+ ,Computers/Technology,"10,000 or more ",5,64999.5
50-54,Man,Spain,Master’s degree,Other,20+ ,Military/Security/Defense,250-999 ,3,54999.5
25-29,Woman,Singapore,Bachelor’s degree,Data Analyst,1-3 ,Computers/Technology,"10,000 or more ",1,34999.5
30-34,Man,South Africa,Master’s degree,Data Scientist,10-20 ,Computers/Technology,"1000-9,999 ",3,54999.5
30-34,Woman,Ukraine,Master’s degree,Other,3-5 ,Computers/Technology,50-249 ,3,4499.5
60-69,Man,Austria,Master’s degree,Research Scientist,20+ ,Academics/Education,0-49 ,2,6249.5
30-34,Man,United Arab Emirates,Bachelor’s degree,Data Analyst,1-3 ,Accounting/Finance,0-49 ,1,8749.5
22-24,Man,Bangladesh,Bachelor’s degree,Software Engineer,3-5 ,Computers/Technology,250-999 ,2,6249.5
40-44,Woman,Other,Master’s degree,Research Scientist,< 1 ,Non-profit/Service,50-249 ,3,499.5
50-54,Man,Australia,Master’s degree,Data Scientist,1-3 ,Academics/Education,0-49 ,6,499.5
40-44,Man,India,Master’s degree,Data Analyst,I have never written code,Medical/Pharmaceutical,0-49 ,0,499.5
25-29,Man,Sri Lanka,Bachelor’s degree,Machine Learning Engineer,3-5 ,Academics/Education,0-49 ,2,499.5
35-39,Woman,Nigeria,Master’s degree,Research Scientist,3-5 ,Academics/Education,0-49 ,1,2499.5
50-54,Man,Indonesia,Master’s degree,Other,I have never written code,Broadcasting/Communications,0-49 ,0,3499.5
30-34,Man,Malaysia,Bachelor’s degree,Other,I have never written code,Energy/Mining,250-999 ,0,12499.5
30-34,Man,Other,Master’s degree,Research Scientist,5-10 ,Academics/Education,"1000-9,999 ",1,12499.5
22-24,Woman,Nepal,Bachelor’s degree,Machine Learning Engineer,< 1 ,Computers/Technology,0-49 ,1,499.5
45-49,Man,United States of America,Bachelor’s degree,Developer Relations/Advocacy,20+ ,Computers/Technology,250-999 ,1,0.0
22-24,Man,India,Master’s degree,Machine Learning Engineer,5-10 ,Computers/Technology,250-999 ,3,8749.5
18-21,Man,Indonesia,Bachelor’s degree,DBA/Database Engineer,3-5 ,Academics/Education,0-49 ,6,0.0
40-44,Man,Germany,Master’s degree,Program/Project Manager,10-20 ,Manufacturing/Fabrication,"10,000 or more ",2,0.0
25-29,Man,Brazil,Bachelor’s degree,Business Analyst,5-10 ,Manufacturing/Fabrication,"10,000 or more ",3,17499.5
18-21,Man,Canada,I prefer not to answer,Other,< 1 ,Manufacturing/Fabrication,0-49 ,1,44999.5
30-34,Woman,France,Master’s degree,Statistician,1-3 ,Accounting/Finance,"1000-9,999 ",1,499.5
30-34,Man,Japan,Master’s degree,Data Analyst,1-3 ,Marketing/CRM,50-249 ,2,44999.5
25-29,Man,Singapore,Master’s degree,Other,5-10 ,Academics/Education,0-49 ,4,44999.5
30-34,Man,Pakistan,Master’s degree,Other,< 1 ,Shipping/Transportation,50-249 ,3,0.0
25-29,Woman,Other,Bachelor’s degree,Machine Learning Engineer,5-10 ,Manufacturing/Fabrication,250-999 ,1,499.5
25-29,Man,Nigeria,Master’s degree,Business Analyst,< 1 ,Marketing/CRM,0-49 ,2,499.5
22-24,Man,India,Bachelor’s degree,Data Analyst,1-3 ,Computers/Technology,0-49 ,3,499.5
45-49,Man,Iraq,Master’s degree,Machine Learning Engineer,3-5 ,Academics/Education,"10,000 or more ",1,499.5
40-44,Woman,United States of America,Master’s degree,Data Scientist,10-20 ,Academics/Education,0-49 ,1,12499.5
55-59,Man,Spain,Doctoral degree,Research Scientist,20+ ,Academics/Education,"1000-9,999 ",3,84999.5
25-29,Woman,India,Bachelor’s degree,Software Engineer,1-3 ,Computers/Technology,"10,000 or more ",1,8749.5
45-49,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Software Engineer,20+ ,Accounting/Finance,"1000-9,999 ",2,0.0
22-24,Man,Japan,Bachelor’s degree,Data Scientist,3-5 ,Academics/Education,"1000-9,999 ",4,499.5
30-34,Man,India,Master’s degree,Machine Learning Engineer,3-5 ,Medical/Pharmaceutical,0-49 ,2,2499.5
30-34,Woman,Tunisia,Professional doctorate,Data Scientist,< 1 ,Computers/Technology,0-49 ,1,1499.5
40-44,Man,Other,Doctoral degree,Program/Project Manager,I have never written code,Non-profit/Service,0-49 ,0,22499.5
25-29,Woman,Pakistan,Master’s degree,Software Engineer,I have never written code,Computers/Technology,0-49 ,0,499.5
55-59,Man,Other,Master’s degree,Data Engineer,5-10 ,Academics/Education,"1000-9,999 ",1,12499.5
25-29,Man,India,Bachelor’s degree,Program/Project Manager,< 1 ,Computers/Technology,50-249 ,3,12499.5
40-44,Woman,Egypt,Master’s degree,Other,1-3 ,Computers/Technology,"10,000 or more ",1,499.5
30-34,Woman,Germany,Doctoral degree,Research Scientist,10-20 ,Academics/Education,"1000-9,999 ",3,74999.5
25-29,Man,India,Bachelor’s degree,Business Analyst,5-10 ,Computers/Technology,"10,000 or more ",2,12499.5
22-24,Man,Egypt,Bachelor’s degree,Other,< 1 ,Academics/Education,0-49 ,3,499.5
25-29,Man,India,Master’s degree,Other,I have never written code,Other,250-999 ,0,12499.5
18-21,Man,Spain,Some college/university study without earning a bachelor’s degree,Software Engineer,1-3 ,Computers/Technology,0-49 ,2,8749.5
50-54,Man,Chile,Professional doctorate,Developer Relations/Advocacy,20+ ,Retail/Sales,"1000-9,999 ",4,499.5
18-21,Man,China,Master’s degree,Research Scientist,1-3 ,Academics/Education,0-49 ,3,499.5
25-29,Man,Bangladesh,Bachelor’s degree,Research Scientist,< 1 ,Computers/Technology,0-49 ,4,499.5
25-29,Man,Viet Nam,Professional doctorate,Machine Learning Engineer,3-5 ,Non-profit/Service,50-249 ,1,499.5
25-29,Man,Japan,Bachelor’s degree,Software Engineer,1-3 ,Retail/Sales,50-249 ,2,2499.5
22-24,Woman,Taiwan,Master’s degree,Data Analyst,< 1 ,Online Service/Internet-based Services,50-249 ,3,499.5
22-24,Man,Japan,Bachelor’s degree,Machine Learning Engineer,1-3 ,Computers/Technology,50-249 ,1,34999.5
60-69,Man,India,Doctoral degree,Other,20+ ,Academics/Education,50-249 ,3,12499.5
22-24,Man,France,Master’s degree,Machine Learning Engineer,1-3 ,Medical/Pharmaceutical,0-49 ,1,44999.5
25-29,Woman,Germany,Master’s degree,Data Analyst,< 1 ,Accounting/Finance,"1000-9,999 ",2,54999.5
60-69,Man,Russia,Doctoral degree,Program/Project Manager,20+ ,Academics/Education,0-49 ,2,1499.5
30-34,Man,Russia,Master’s degree,Program/Project Manager,10-20 ,Academics/Education,250-999 ,4,27499.5
30-34,Woman,India,Bachelor’s degree,Data Scientist,5-10 ,Manufacturing/Fabrication,"1000-9,999 ",1,3499.5
25-29,Man,Japan,Bachelor’s degree,Software Engineer,5-10 ,Academics/Education,0-49 ,1,4499.5
25-29,Man,India,Bachelor’s degree,Product Manager,< 1 ,Online Service/Internet-based Services,0-49 ,1,6249.5
25-29,Woman,Kenya,Master’s degree,Data Scientist,< 1 ,Medical/Pharmaceutical,250-999 ,1,499.5
18-21,Man,India,Bachelor’s degree,Data Analyst,1-3 ,Computers/Technology,0-49 ,5,499.5
25-29,Man,Brazil,Bachelor’s degree,Other,< 1 ,Broadcasting/Communications,"1000-9,999 ",2,499.5
40-44,Woman,United States of America,Doctoral degree,Research Scientist,3-5 ,Medical/Pharmaceutical,0-49 ,3,0.0
22-24,Prefer not to say,China,I prefer not to answer,Developer Relations/Advocacy,1-3 ,Academics/Education,50-249 ,1,499.5
35-39,Man,Taiwan,Master’s degree,Data Analyst,10-20 ,Manufacturing/Fabrication,250-999 ,3,3499.5
45-49,Man,Italy,Bachelor’s degree,Business Analyst,5-10 ,Energy/Mining,250-999 ,1,64999.5
22-24,Man,India,Bachelor’s degree,Business Analyst,I have never written code,Medical/Pharmaceutical,"1000-9,999 ",0,22499.5
22-24,Woman,Other,Master’s degree,Other,1-3 ,Academics/Education,0-49 ,1,3499.5
22-24,Man,Egypt,Bachelor’s degree,Research Scientist,3-5 ,Academics/Education,250-999 ,4,6249.5
30-34,Man,India,Master’s degree,Other,3-5 ,Academics/Education,50-249 ,1,6249.5
25-29,Man,Turkey,Master’s degree,Software Engineer,3-5 ,Computers/Technology,"1000-9,999 ",3,499.5
30-34,Man,Egypt,No formal education past high school,Business Analyst,< 1 ,Accounting/Finance,250-999 ,1,8749.5
40-44,Man,Ghana,Master’s degree,Software Engineer,5-10 ,Other,0-49 ,6,499.5
22-24,Man,India,Bachelor’s degree,Data Analyst,1-3 ,Retail/Sales,"10,000 or more ",2,74999.5
25-29,Woman,Germany,Master’s degree,Data Analyst,3-5 ,Accounting/Finance,"10,000 or more ",3,44999.5
40-44,Woman,Mexico,Master’s degree,Data Scientist,10-20 ,Insurance/Risk Assessment,"1000-9,999 ",3,34999.5
25-29,Woman,Portugal,Master’s degree,Machine Learning Engineer,5-10 ,Computers/Technology,50-249 ,2,64999.5
60-69,Man,United States of America,Master’s degree,Research Scientist,10-20 ,Other,250-999 ,3,499.5
40-44,Man,Japan,Master’s degree,Data Scientist,10-20 ,Computers/Technology,250-999 ,4,8749.5
30-34,Man,Other,Bachelor’s degree,Software Engineer,3-5 ,Computers/Technology,50-249 ,3,1499.5
30-34,Man,South Korea,Master’s degree,Machine Learning Engineer,3-5 ,Online Service/Internet-based Services,0-49 ,1,4499.5
35-39,Man,Indonesia,Doctoral degree,Data Analyst,10-20 ,Computers/Technology,0-49 ,2,8749.5
30-34,Man,Peru,Bachelor’s degree,Statistician,1-3 ,Energy/Mining,250-999 ,2,12499.5
40-44,Woman,Other,Master’s degree,Data Scientist,1-3 ,Government/Public Service,50-249 ,3,12499.5
22-24,Man,Germany,Master’s degree,Data Scientist,1-3 ,Computers/Technology,"10,000 or more ",1,64999.5
40-44,Man,Russia,Some college/university study without earning a bachelor’s degree,Data Analyst,< 1 ,Accounting/Finance,50-249 ,3,17499.5
35-39,Man,Nigeria,Doctoral degree,Research Scientist,I have never written code,Academics/Education,0-49 ,0,3499.5
55-59,Man,Brazil,Doctoral degree,Research Scientist,20+ ,Academics/Education,0-49 ,7,12499.5
35-39,Man,Brazil,Bachelor’s degree,Data Analyst,1-3 ,Energy/Mining,"10,000 or more ",2,22499.5
22-24,Woman,India,Bachelor’s degree,Data Engineer,3-5 ,Accounting/Finance,"10,000 or more ",4,4499.5
18-21,Man,Brazil,Some college/university study without earning a bachelor’s degree,Data Analyst,1-3 ,Computers/Technology,250-999 ,4,3499.5
35-39,Man,Turkey,Some college/university study without earning a bachelor’s degree,Software Engineer,10-20 ,Manufacturing/Fabrication,0-49 ,0,12499.5
22-24,Man,Other,Master’s degree,Software Engineer,1-3 ,Computers/Technology,0-49 ,3,499.5
40-44,Man,Ukraine,Master’s degree,Data Scientist,20+ ,Other,50-249 ,1,4499.5
50-54,Man,United States of America,Bachelor’s degree,Research Scientist,20+ ,Academics/Education,"1000-9,999 ",5,44999.5
35-39,Woman,Portugal,Master’s degree,Data Engineer,10-20 ,Computers/Technology,250-999 ,2,17499.5
50-54,Man,United States of America,Doctoral degree,Product Manager,20+ ,Accounting/Finance,"10,000 or more ",3,0.0
22-24,Woman,India,Bachelor’s degree,Software Engineer,1-3 ,Other,0-49 ,3,499.5
